key,value,date
Kelsea Ballerini,5,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
James Bay,5,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Future,2,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Jason Derulo,5,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
2 Chainz,4,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Carrie Underwood,5,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Eric Church,4,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Keith Urban,4,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Fetty Wap Featuring Monty,1,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Randy Houser,4,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Florida Georgia Line,4,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Jeremih,3,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Robin Schulz Featuring Francesco Yates,3,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Chris Stapleton,4,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
David Bowie,3,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Queen & David Bowie,1,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Brett Eldredge,2,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
David Guetta Featuring Sia & Fetty Wap,2,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
DJ Snake Featuring Bipolar Sunshine,1,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Lukas Graham,1,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Panic! At The Disco,3,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Mike Posner,1,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
Empire Of The Sun,1,Fri Jan 01 2016 00:00:00 GMT-0500 (EST)
