key,value,date
Taylor Swift,12,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Rihanna & Kanye West & Paul McCartney,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Natalie La Rose Featuring Jeremih,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Pitbull & Ne-Yo,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
WALK THE MOON,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Hozier,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Nicki Minaj Featuring Drake & Lil Wayne,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Ariana Grande,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Jason Derulo,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Sam Smith,12,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Nick Jonas,8,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Sam Hunt,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Chris Brown & Tyga,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Omarion Featuring Chris Brown & Jhene Aiko,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Rihanna,5,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Meghan Trainor,12,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Zedd Featuring Selena Gomez,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Usher Featuring Juicy J,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Calvin Harris Featuring Ellie Goulding,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Big Sean Featuring Drake,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Kelly Clarkson,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Rae Sremmurd Featuring Nicki Minaj & Young Thug,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Fall Out Boy,7,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Nicki Minaj Featuring Drake Lil Wayne & Chris Brown,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Zac Brown Band,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Tove Lo,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Vance Joy,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Big Sean Featuring E-40,3,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
One Direction,2,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Little Big Town,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Ne-Yo Featuring Juicy J,2,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Sia,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
George Ezra,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Cole Swindell,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Andy Grammer,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Trey Songz,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Chris Young,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Darius Rucker,3,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Imagine Dragons,2,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Lillywood & Robin Schulz,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Drake,16,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Fifth Harmony Featuring Kid Ink,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Sheppard,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Dierks Bentley,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Kanye West Featuring Theophilus London Allan Kingdom & Paul McCartney,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Silento,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Tyler Farr,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Nicky Jam & Enrique Iglesias,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Iggy Azalea Featuring Jennifer Hudson,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Tori Kelly,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Ciara,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
A Thousand Horses,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Miranda Lambert,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Nicki Minaj Featuring Beyonce,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Billy Currington,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Keith Urban Featuring Eric Church,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Kendrick Lamar,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Mumford & Sons,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Breaking Benjamin,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Florida Georgia Line,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Skrillex & Diplo Featuring Justin Bieber,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
J. Cole,2,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Wiz Khalifa Featuring Charlie Puth,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
LunchMoney Lewis,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Eric Paslay,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Carly Rae Jepsen,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Carrie Underwood,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Action Bronson Featuring Chance The Rapper,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Tim McGraw With Catherine Dunn,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Echosmith,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Jason Aldean,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Thomas Rhett,2,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Canaan Smith,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Luke Bryan,2,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Kenny Chesney With Grace Potter,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
DJ Snake & AlunaGeorge,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Eric Church,4,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Dillon Francis & DJ Snake,3,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Wale Featuring Usher,3,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Ludacris Featuring Miguel,2,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Kelsea Ballerini,3,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Future,3,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Kid Ink Tyga Wale YG & Rich Homie Quan,2,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
twenty one pilots,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Wiz Khalifa & Iggy Azalea,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Who Is Fancy,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Easton Corbin,2,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Major Lazer X DJ Snake Featuring M0,2,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
T-Wayne,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Lee Brice,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Rachel Platten,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Blake Shelton,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Kid Ink Featuring DeJ Loaf,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Sawyer Fredericks,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
X Ambassadors,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Kimberly Nichole,1,Wed Apr 01 2015 00:00:00 GMT-0400 (EDT)
Fetty Wap,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
The Weeknd,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Koryn Hawthorne,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Mumford & Sons,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Wiz Khalifa Featuring Charlie Puth,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Mark Ronson Featuring Bruno Mars,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Maroon 5,7,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Ellie Goulding,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
WALK THE MOON,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Ed Sheeran,7,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Flo Rida Featuring Sage The Gemini & Lookas,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Jason Derulo,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Natalie La Rose Featuring Jeremih,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Taylor Swift,15,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Omarion Featuring Chris Brown & Jhene Aiko,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Ariana Grande,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Nick Jonas,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Tove Lo,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
T-Wayne,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Little Big Town,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
David Guetta Featuring Nicki Minaj & Afrojack,4,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Meghan Trainor,13,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Sam Smith,9,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Rihanna,8,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Sam Hunt,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Pitbull & Ne-Yo,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Nate Ruess,4,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Rihanna & Kanye West & Paul McCartney,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Nicki Minaj Featuring Drake & Lil Wayne,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Andy Grammer,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Big Sean Featuring Drake,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Rae Sremmurd Featuring Nicki Minaj & Young Thug,4,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Hozier,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Fifth Harmony Featuring Kid Ink,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Zedd Featuring Selena Gomez,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Trey Songz,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Chris Brown & Tyga,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Skrillex & Diplo Featuring Justin Bieber,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
DJ Snake & AlunaGeorge,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Panic! At The Disco,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
George Ezra,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Florida Georgia Line,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Silento,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Zac Brown Band,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Fall Out Boy,6,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Usher Featuring Juicy J,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Kelly Clarkson,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Vance Joy,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Sia,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Dierks Bentley,4,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Lee Brice,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Billy Currington,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Kanye West Featuring Theophilus London Allan Kingdom & Paul McCartney,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Tyler Farr,4,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Keith Urban Featuring Eric Church,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
A Thousand Horses,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Sheppard,4,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Echosmith,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Drake,15,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Calvin Harris Featuring Ellie Goulding,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Ciara,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Blake Shelton,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Carly Rae Jepsen,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Kendrick Lamar,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Tori Kelly,3,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Miranda Lambert,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Cole Swindell,3,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Rachel Platten,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Major Lazer X DJ Snake Featuring M0,2,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Future,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Carrie Underwood,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Kenny Chesney With Grace Potter,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Dillon Francis & DJ Snake,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Tim McGraw With Catherine Dunn,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Wale Featuring Usher,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Kelsea Ballerini,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Bandit Gang Marco Featuring Dro,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Kid Ink Featuring DeJ Loaf,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Eric Paslay,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Canaan Smith,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Eric Church,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Easton Corbin,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
J. Cole,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Nicky Jam & Enrique Iglesias,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
X Ambassadors,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
OMI,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Rich Homie Quan,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Iggy Azalea Featuring Jennifer Hudson,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Kevin Gates Featuring August Alsina,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Sawyer Fredericks,6,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Kid Ink Tyga Wale YG & Rich Homie Quan,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Mariah Carey,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
twenty one pilots,2,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Chedda Da Connect,2,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Jason Aldean,4,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Brantley Gilbert,4,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Brad Paisley,4,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Luke Bryan,5,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Nicki Minaj Featuring Beyonce,2,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Britney Spears & Iggy Azalea,3,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Major Lazer & DJ Snake Featuring M0,3,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Miguel,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Shaggy Featuring Mohombi Faydee Costi,3,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Jidenna Featuring Roman GianArthur,3,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Nicki Minaj,3,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Taylor Swift Featuring Kendrick Lamar,2,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Chris Young,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
DJ Khaled Featuring Chris Brown Lil Wayne & Big Sean,2,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Pitbull Featuring Chris Brown,2,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Nick Fradiani,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
David Guetta Featuring Nicki Minaj Bebe Rexha & Afrojack,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Jessie J,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Zedd Featuring Jon Bellion,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Thomas Rhett,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Meghan Linsey,1,Fri May 01 2015 00:00:00 GMT-0400 (EDT)
Major Lazer & DJ Snake Featuring M0,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
OMI,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Wiz Khalifa Featuring Charlie Puth,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Taylor Swift Featuring Kendrick Lamar,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Fetty Wap,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
WALK THE MOON,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Mark Ronson Featuring Bruno Mars,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
The Weeknd,10,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Jason Derulo,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
David Guetta Featuring Nicki Minaj Bebe Rexha & Afrojack,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Maroon 5,8,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
T-Wayne,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Andy Grammer,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Tove Lo,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Ellie Goulding,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Omarion Featuring Chris Brown & Jhene Aiko,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
DJ Snake & AlunaGeorge,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Skrillex & Diplo Featuring Justin Bieber,3,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Fifth Harmony Featuring Kid Ink,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Silento,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Meghan Trainor,5,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Ed Sheeran,8,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Natalie La Rose Featuring Jeremih,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Little Big Town,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Rihanna,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Taylor Swift,12,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Flo Rida Featuring Sage The Gemini & Lookas,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Trey Songz,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Rich Homie Quan,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
George Ezra,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Nick Jonas,3,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Sia,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Rachel Platten,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Sam Hunt,7,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Nicki Minaj,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Blake Shelton,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Luke Bryan,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Echosmith,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Big Sean Featuring Drake,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Florida Georgia Line,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Britney Spears & Iggy Azalea,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Ariana Grande,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Pitbull & Ne-Yo,3,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
A Thousand Horses,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Billy Currington,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Kid Ink Featuring DeJ Loaf,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Pitbull Featuring Chris Brown,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Bandit Gang Marco Featuring Dro,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Future,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Fall Out Boy,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Kelsea Ballerini,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Kenny Chesney With Grace Potter,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Carrie Underwood,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Nicki Minaj Featuring Drake & Lil Wayne,2,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Jessie J,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
A$AP Rocky,3,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Sam Smith,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Canaan Smith,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Easton Corbin,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Shaggy Featuring Mohombi Faydee Costi,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Zac Brown Band,5,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Tim McGraw With Catherine Dunn,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Brantley Gilbert,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
J. Cole,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Wale Featuring Usher,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Kelly Clarkson,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Eric Church,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Jason Aldean,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Rihanna & Kanye West & Paul McCartney,2,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Thomas Rhett,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Carly Rae Jepsen,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Jidenna Featuring Roman GianArthur,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Kanye West Featuring Theophilus London Allan Kingdom & Paul McCartney,3,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
A$AP Rocky Featuring ScHoolboy Q,2,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
DJ Khaled Featuring Chris Brown Lil Wayne & Big Sean,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Drake,8,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Brad Paisley,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Nicky Jam & Enrique Iglesias,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Zedd Featuring Selena Gomez,3,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Mumford & Sons,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Ciara,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Shawn Mendes,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Frankie Ballard,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Chris Janson,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Jamie Foxx Featuring Chris Brown,2,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Michael Ray,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Jeremih Featuring J. Cole,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Kevin Gates Featuring August Alsina,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
X Ambassadors,4,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Kendrick Lamar,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Keith Urban Featuring Eric Church,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Chedda Da Connect,2,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Eminem,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
How I Became The Bomb,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,2,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Tech N9Ne Featuring 2 Chainz & B.o.B,3,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Dustin Lynch,3,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Dillon Francis & DJ Snake,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Travi$ Scott Featuring Future & 2 Chainz,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Keith Urban,2,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Prince Royce Featuring Jennifer Lopez & Pitbull,1,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Rae Sremmurd,2,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
Brett Eldredge,2,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
twenty one pilots,2,Mon Jun 01 2015 00:00:00 GMT-0400 (EDT)
